animal_id,outcome_type
A696706,Transfer
A726899,Transfer
A743377,Return to Owner
A701741,Transfer
A676459,Transfer
A749078,Transfer
A681920,Transfer
A672654,Euthanasia
A761416,Euthanasia
A712469,Transfer
A699800,Adoption
A696965,Adoption
A728929,Adoption
A720677,Return to Owner
A682434,Euthanasia
A682840,Transfer
A765031,Adoption
A685528,Return to Owner
A706420,Adoption
A726275,Transfer
A744226,Died
A675082,Adoption
A718074,Adoption
A598308,Return to Owner
A718772,Adoption
A727358,Transfer
A752547,Adoption
A745248,Return to Owner
A601518,Return to Owner
A761168,Transfer
A759719,Return to Owner
A729433,Adoption
A719215,Transfer
A755631,Adoption
A730768,Return to Owner
A723200,Return to Owner
A678926,Return to Owner
A756028,Adoption
A666473,Adoption
A749907,Transfer
A684950,Transfer
A746530,Transfer
A751016,Adoption
A735253,Transfer
A764288,Transfer
A456604,Return to Owner
A662377,Adoption
A755440,Transfer
A718659,Euthanasia
A751202,Transfer
A701402,Transfer
A683183,Transfer
A734757,Transfer
A730906,Transfer
A761254,Transfer
A679486,Adoption
A687057,Transfer
A665063,Transfer
A754188,Transfer
A707401,Euthanasia
A673452,Adoption
A704242,Transfer
A717719,Adoption
A697681,Transfer
A713359,Adoption
A745132,Transfer
A671275,Transfer
A683882,Adoption
A682964,Adoption
A748660,Adoption
A729504,Return to Owner
A665438,Adoption
A737326,Transfer
A696409,Adoption
A742521,Adoption
A711662,Adoption
A675991,Transfer
A723547,Adoption
A687205,Adoption
A728528,Euthanasia
A728045,Transfer
A698722,Transfer
A746252,Adoption
A649241,Return to Owner
A761373,Adoption
A667713,Adoption
A682999,Return to Owner
A750450,Transfer
A679292,Died
A663953,Transfer
A676041,Return to Owner
A638565,Return to Owner
A680857,Transfer
A700707,Adoption
A757726,Transfer
A723623,Died
A708289,Transfer
A665961,Transfer
A688154,Adoption
A672390,Transfer
A716532,Adoption
A680565,Adoption
A693845,Transfer
A742192,Adoption
A757786,Adoption
A672168,Transfer
A705801,Adoption
A649970,Euthanasia
A681036,Transfer
A743103,Adoption
A738786,Adoption
A737420,Adoption
A741102,Euthanasia
A678249,Transfer
A588444,Transfer
A704066,Adoption
A675261,Euthanasia
A670215,Return to Owner
A727233,Transfer
A755471,Adoption
A736488,Euthanasia
A758027,Adoption
A714943,Return to Owner
A662554,Adoption
A715118,Transfer
A685222,Adoption
A753841,Euthanasia
A762956,Transfer
A704916,Transfer
A752077,Adoption
A714258,Transfer
A760528,Transfer
A764261,Transfer
A720580,Adoption
A709069,Adoption
A708445,Euthanasia
A739953,Transfer
A724632,Adoption
A742378,Adoption
A739171,Transfer
A722511,Transfer
A706698,Adoption
A698846,Adoption
A669256,Return to Owner
A732338,Transfer
A720756,Disposal
A764874,Return to Owner
A668789,Adoption
A688218,Adoption
A676022,Adoption
A725153,Adoption
A720607,Return to Owner
A726594,Adoption
A704811,Transfer
A718061,Return to Owner
A669013,Adoption
A738844,Adoption
A734778,Return to Owner
A672515,Transfer
A756541,Adoption
A680129,Adoption
A733594,Return to Owner
A760365,Transfer
A756112,Adoption
A711788,Transfer
A725140,Return to Owner
A704753,Euthanasia
A685513,Transfer
A293634,Return to Owner
A677736,Transfer
A707397,Transfer
A724171,Transfer
A725141,Transfer
A708799,Euthanasia
A746731,Adoption
A704792,Adoption
A708593,Adoption
A664519,Euthanasia
A718304,Euthanasia
A698556,Adoption
A728993,Euthanasia
A690532,Adoption
A722347,Adoption
A701926,Transfer
A675032,Adoption
A682947,Adoption
A664277,Adoption
A764478,Adoption
A711566,Disposal
A674570,Adoption
A696997,Transfer
A678778,Euthanasia
A674781,Return to Owner
A711546,Transfer
A734732,Euthanasia
A664723,Euthanasia
A735382,Transfer
A739782,Return to Owner
A695174,Adoption
A696371,Transfer
A757462,Return to Owner
A717051,Adoption
A665896,Adoption
A676934,Transfer
A709864,Transfer
A683821,Transfer
A664386,Euthanasia
A737434,Transfer
A697819,Adoption
A722283,Adoption
A680406,Adoption
A690884,Euthanasia
A748248,Adoption
A650212,Adoption
A716626,Transfer
A672265,Adoption
A729748,Transfer
A685422,Euthanasia
A679243,Transfer
A760469,Adoption
A714201,Transfer
A715649,Return to Owner
A729036,Adoption
A685583,Transfer
A687129,Transfer
A666255,Adoption
A728954,Transfer
A729120,Transfer
A736284,Adoption
A750473,Adoption
A677592,Transfer
A716052,Transfer
A736109,Adoption
A718603,Adoption
A671510,Adoption
A748796,Adoption
A737049,Transfer
A733687,Adoption
A681901,Transfer
A757785,Adoption
A709975,Adoption
A720165,Return to Owner
A673384,Return to Owner
A683293,Adoption
A708827,Transfer
A679373,Return to Owner
A707920,Transfer
A674614,Adoption
A759592,Return to Owner
A720439,Transfer
A705440,Return to Owner
A698491,Adoption
A742366,Transfer
A750664,Return to Owner
A704552,Adoption
A683187,Transfer
A695368,Adoption
A696999,Adoption
A728779,Adoption
A731197,Adoption
A764655,Adoption
A715068,Return to Owner
A721540,Transfer
A672154,Euthanasia
A689764,Adoption
A679947,Return to Owner
A749054,Transfer
A744163,Adoption
A726354,Return to Owner
A744592,Adoption
A727050,Adoption
A678784,Adoption
A739714,Adoption
A690563,Transfer
A691648,Adoption
A730387,Adoption
A749395,Adoption
A671227,Euthanasia
A682565,Return to Owner
A720421,Euthanasia
A709638,Adoption
A707960,Transfer
A692843,Transfer
A736985,Adoption
A737450,Transfer
A693155,Adoption
A757614,Transfer
A686225,Adoption
A718902,Transfer
A735438,Transfer
A615091,Return to Owner
A757679,Adoption
A713342,Adoption
A738801,Transfer
A755733,Adoption
A757595,Transfer
A704164,Transfer
A727069,Transfer
A730123,Transfer
A683588,Transfer
A752093,Adoption
A707440,Return to Owner
A674943,Transfer
A702314,Adoption
A743124,Adoption
A694133,Euthanasia
A698337,Transfer
A711624,Transfer
A680681,Transfer
A735337,Transfer
A746963,Adoption
A679147,Return to Owner
A738662,Return to Owner
A760281,Return to Owner
A694263,Adoption
A707142,Transfer
A702504,Transfer
A749714,Adoption
A735967,Return to Owner
A762256,Transfer
A754449,Transfer
A686098,Adoption
A707880,Adoption
A666629,Adoption
A722118,Transfer
A678294,Return to Owner
A713549,Transfer
A740585,Adoption
A726547,Adoption
A765735,Adoption
A676935,Transfer
A726312,Transfer
A650575,Return to Owner
A739227,Transfer
A719367,Adoption
A681772,Adoption
A702275,Died
A743112,Transfer
A751040,Adoption
A660973,Adoption
A692575,Euthanasia
A683468,Adoption
A752734,Return to Owner
A720705,Adoption
A715794,Transfer
A720327,Adoption
A721142,Adoption
A754797,Adoption
A734616,Adoption
A730874,Return to Owner
A758934,Return to Owner
A752935,Adoption
A693709,Adoption
A736730,Return to Owner
A738147,Return to Owner
A760695,Adoption
A737911,Transfer
A688855,Return to Owner
A758344,Adoption
A461171,Transfer
A712342,Euthanasia
A717955,Adoption
A758299,Adoption
A711213,Adoption
A749454,Adoption
A723931,Transfer
A678469,Adoption
A674113,Return to Owner
A688280,Transfer
A659188,Adoption
A704276,Transfer
A671187,Euthanasia
A730852,Return to Owner
A684279,Transfer
A701275,Return to Owner
A684586,Adoption
A734077,Transfer
A667534,Euthanasia
A705009,Euthanasia
A754697,Adoption
A681164,Transfer
A676242,Euthanasia
A735208,Transfer
A740079,Return to Owner
A765666,Adoption
A721864,Transfer
A702467,Transfer
A739078,Adoption
A760378,Adoption
A708088,Adoption
A709302,Transfer
A686525,Transfer
A741501,Transfer
A565188,Return to Owner
A725008,Return to Owner
A749570,Adoption
A680816,Transfer
A741602,Died
A711114,Adoption
A712647,Return to Owner
A687417,Adoption
A761566,Adoption
A762169,Transfer
A669066,Euthanasia
A701648,Transfer
A685264,Return to Owner
A294132,Return to Owner
A742108,Return to Owner
A761479,Return to Owner
A716818,Transfer
A719089,Euthanasia
A669096,Return to Owner
A688071,Adoption
A755278,Adoption
A671483,Adoption
A743547,Transfer
A765410,Return to Owner
A718805,Euthanasia
A713178,Adoption
A697253,Adoption
A726376,Adoption
A704115,Euthanasia
A721921,Transfer
A757494,Adoption
A723659,Adoption
A728692,Adoption
A688158,Transfer
A764773,Adoption
A707047,Adoption
A312005,Adoption
A714326,Transfer
A679096,Adoption
A732328,Return to Owner
A697732,Adoption
A685976,Adoption
A725295,Adoption
A671026,Adoption
A753652,Adoption
A759224,Adoption
A703351,Transfer
A720810,Euthanasia
A730050,Adoption
A708762,Transfer
A684112,Transfer
A739825,Adoption
A678356,Transfer
A689456,Adoption
A735676,Transfer
A744708,Return to Owner
A683101,Adoption
A711809,Transfer
A683431,Transfer
A765050,Adoption
A706002,Adoption
A674133,Transfer
A736738,Adoption
A720422,Transfer
A755851,Adoption
A760707,Transfer
A765446,Adoption
A685629,Return to Owner
A707334,Adoption
A678066,Transfer
A732122,Transfer
A716508,Transfer
A756881,Transfer
A723308,Euthanasia
A697760,Adoption
A722212,Adoption
A643507,Return to Owner
A693005,Return to Owner
A716277,Transfer
A742480,Adoption
A749116,Adoption
A740759,Adoption
A744944,Return to Owner
A724108,Return to Owner
A713019,Transfer
A753380,Transfer
A703444,Adoption
A665553,Transfer
A753182,Adoption
A703871,Transfer
A540828,Return to Owner
A715101,Adoption
A719806,Adoption
A678603,Transfer
A708753,Euthanasia
A702381,Euthanasia
A713213,Transfer
A762697,Transfer
A731499,Adoption
A679765,Return to Owner
A753683,Transfer
A763546,Transfer
A755225,Transfer
A736989,Transfer
A749296,Adoption
A559692,Adoption
A694679,Transfer
A698909,Return to Owner
A697471,Adoption
A499156,Transfer
A737123,Transfer
A668352,Adoption
A746362,Return to Owner
A735461,Transfer
A747253,Adoption
A753952,Adoption
A676699,Adoption
A731927,Adoption
A760489,Adoption
A715680,Transfer
A725194,Return to Owner
A687587,Return to Owner
A758895,Adoption
A756210,Adoption
A713201,Adoption
A669656,Adoption
A687279,Transfer
A754367,Transfer
A683518,Transfer
A750396,Adoption
A696904,Transfer
A711438,Adoption
A717520,Return to Owner
A693696,Transfer
A753414,Transfer
A710026,Adoption
A671428,Return to Owner
A716597,Adoption
A695070,Return to Owner
A698469,Transfer
A723737,Adoption
A754448,Transfer
A712672,Transfer
A763152,Adoption
A684424,Transfer
A755387,Transfer
A707329,Transfer
A757733,Adoption
A728217,Return to Owner
A695594,Adoption
A710725,Transfer
A666653,Adoption
A674974,Adoption
A742976,Transfer
A736538,Transfer
A699498,Adoption
A742861,Transfer
A747553,Adoption
A695533,Adoption
A670576,Adoption
A714798,Return to Owner
A703643,Transfer
A732428,Return to Owner
A751705,Adoption
A671908,Return to Owner
A699080,Adoption
A737981,Euthanasia
A670956,Transfer
A667174,Return to Owner
A677661,Adoption
A761040,Return to Owner
A692217,Adoption
A680123,Adoption
A729828,Transfer
A703664,Euthanasia
A337603,Return to Owner
A739099,Transfer
A740424,Died
A716259,Adoption
A760909,Adoption
A681088,Transfer
A764460,Adoption
A727672,Transfer
A758065,Transfer
A690722,Adoption
A710686,Transfer
A744698,Transfer
A687631,Transfer
A765540,Return to Owner
A670123,Return to Owner
A751675,Euthanasia
A729744,Adoption
A690851,Transfer
A688067,Transfer
A670398,Adoption
A722570,Transfer
A701769,Adoption
A749378,Transfer
A672196,Adoption
A705551,Transfer
A731400,Euthanasia
A712013,Adoption
A691379,Adoption
A753573,Return to Owner
A686887,Adoption
A763194,Euthanasia
A667263,Transfer
A690925,Adoption
A713961,Adoption
A687986,Adoption
A695046,Adoption
A757916,Adoption
A738425,Adoption
A719156,Adoption
A731280,Euthanasia
A728792,Euthanasia
A749084,Adoption
A677062,Disposal
A732032,Adoption
A733667,Adoption
A694129,Return to Owner
A679531,Transfer
A753512,Adoption
A764596,Return to Owner
A707892,Transfer
A673410,Adoption
A703099,Adoption
A725705,Euthanasia
A713190,Return to Owner
A715364,Adoption
A737608,Adoption
A669077,Transfer
A562113,Transfer
A724701,Return to Owner
A764191,Adoption
A637306,Return to Owner
A573863,Adoption
A573460,Return to Owner
A723479,Return to Owner
A689717,Euthanasia
A670864,Transfer
A689831,Adoption
A702105,Transfer
A730826,Adoption
A733503,Adoption
A749473,Return to Owner
A696394,Adoption
A719027,Adoption
A681104,Euthanasia
A694290,Return to Owner
A733047,Adoption
A627509,Return to Owner
A661430,Died
A670836,Adoption
A667754,Transfer
A669143,Adoption
A754290,Adoption
A726482,Adoption
A727094,Transfer
A702692,Transfer
A673628,Adoption
A703342,Transfer
A707564,Euthanasia
A663707,Transfer
A670110,Adoption
A665685,Euthanasia
A754832,Adoption
A669694,Return to Owner
A671675,Adoption
A665095,Transfer
A653297,Return to Owner
A710871,Transfer
A694918,Transfer
A685485,Adoption
A745244,Return to Owner
A664737,Adoption
A667291,Transfer
A713787,Adoption
A716573,Adoption
A678587,Transfer
A667146,Adoption
A707361,Adoption
A684617,Transfer
A682800,Transfer
A708905,Adoption
A677476,Adoption
A736311,Adoption
A726172,Transfer
A754759,Adoption
A664313,Transfer
A716956,Died
A724848,Adoption
A699828,Transfer
A747782,Adoption
A731272,Transfer
A746288,Return to Owner
A718505,Transfer
A698868,Adoption
A701365,Adoption
A753422,Transfer
A743842,Return to Owner
A747019,Adoption
A746997,Transfer
A762331,Return to Owner
A704952,Transfer
A745291,Euthanasia
A763130,Return to Owner
A720538,Euthanasia
A745433,Euthanasia
A747846,Adoption
A750384,Adoption
A730200,Adoption
A711924,Adoption
A734205,Transfer
A680436,Adoption
A650177,Return to Owner
A702471,Return to Owner
A664286,Adoption
A676547,Return to Owner
A680596,Return to Owner
A748052,Adoption
A724475,Transfer
A693867,Euthanasia
A732234,Transfer
A708709,Transfer
A680492,Adoption
A708112,Transfer
A734163,Adoption
A680459,Adoption
A673086,Adoption
A749744,Return to Owner
A711880,Transfer
A744221,Transfer
A756300,Adoption
A735904,Return to Owner
A672342,Euthanasia
A694725,Return to Owner
A667558,Transfer
A722795,Euthanasia
A691652,Transfer
A673539,Transfer
A459859,Transfer
A714534,Adoption
A701997,Adoption
A665080,Transfer
A760818,Adoption
A762108,Transfer
A737962,Adoption
A727268,Adoption
A733156,Adoption
A719195,Transfer
A706342,Adoption
A673061,Return to Owner
A712352,Return to Owner
A747893,Adoption
A724959,Transfer
A612281,Adoption
A704470,Return to Owner
A748229,Transfer
A747325,Adoption
A725071,Return to Owner
A757728,Transfer
A706818,Euthanasia
A759628,Return to Owner
A739031,Transfer
A744559,Adoption
A710460,Return to Owner
A730682,Transfer
A746013,Return to Owner
A679161,Adoption
A719372,Return to Owner
A684764,Adoption
A758594,Return to Owner
A761878,Transfer
A664171,Return to Owner
A751081,Transfer
A724862,Adoption
A662227,Adoption
A674320,Adoption
A701252,Adoption
A730927,Transfer
A679172,Adoption
A697309,Euthanasia
A742748,Adoption
A695460,Adoption
A736848,Transfer
A444115,Transfer
A713620,Transfer
A677629,Adoption
A688457,Adoption
A739620,Transfer
A707900,Adoption
A710062,Adoption
A745066,Adoption
A680297,Return to Owner
A753349,Transfer
A666328,Adoption
A706657,Transfer
A737472,Adoption
A749222,Euthanasia
A685701,Euthanasia
A692477,Adoption
A720830,Return to Owner
A687067,Return to Owner
A678840,Transfer
A738128,Adoption
A716054,Transfer
A669648,Adoption
A710311,Transfer
A694347,Adoption
A694157,Adoption
A723952,Adoption
A709613,Return to Owner
A713384,Transfer
A696412,Adoption
A758638,Transfer
A687320,Transfer
A756372,Adoption
A705278,Adoption
A711614,Euthanasia
A680222,Euthanasia
A716234,Adoption
A677482,Transfer
A681392,Adoption
A722849,Euthanasia
A693945,Adoption
A751213,Transfer
A708004,Euthanasia
A761018,Transfer
A751209,Transfer
A667081,Euthanasia
A675003,Transfer
A723052,Transfer
A686596,Transfer
A729913,Transfer
A686439,Disposal
A755181,Euthanasia
A736411,Transfer
A734719,Adoption
A727090,Adoption
A698523,Return to Owner
A677258,Adoption
A668562,Adoption
A731453,Transfer
A705433,Euthanasia
A667940,Transfer
A746888,Euthanasia
A699877,Transfer
A689098,Adoption
A728266,Transfer
A734519,Transfer
A663149,Adoption
A689757,Return to Owner
A672340,Transfer
A679260,Transfer
A750276,Died
A674353,Adoption
A736240,Euthanasia
A565938,Transfer
A752099,Transfer
A729738,Return to Owner
A691823,Transfer
A681436,Adoption
A758691,Adoption
A715514,Adoption
A757453,Adoption
A760776,Return to Owner
A736963,Adoption
A699725,Return to Owner
A751189,Adoption
A688685,Transfer
A716031,Transfer
A727940,Adoption
A746353,Adoption
A746698,Return to Owner
A744716,Transfer
A716042,Adoption
A718108,Transfer
A673040,Transfer
A746972,Adoption
A667075,Adoption
A708262,Transfer
A678218,Return to Owner
A660114,Adoption
A683792,Return to Owner
A744382,Euthanasia
A748724,Adoption
A709863,Transfer
A713753,Adoption
A662686,Adoption
A682299,Transfer
A482518,Return to Owner
A732576,Adoption
A723415,Adoption
A725378,Adoption
A710471,Transfer
A685989,Adoption
A677677,Adoption
A597037,Adoption
A724365,Adoption
A669268,Adoption
A675807,Return to Owner
A664546,Transfer
A677133,Adoption
A724224,Adoption
A733336,Adoption
A747587,Return to Owner
A703464,Euthanasia
A552796,Return to Owner
A756268,Adoption
A704467,Transfer
A698326,Transfer
A694278,Transfer
A695623,Adoption
A716746,Transfer
A693541,Adoption
A742093,Transfer
A756600,Adoption
A670612,Return to Owner
A728264,Transfer
A387965,Return to Owner
A734656,Adoption
A730533,Adoption
A750975,Adoption
A688751,Transfer
A720492,Adoption
A734768,Adoption
A647523,Transfer
A690655,Adoption
A763830,Adoption
A667837,Return to Owner
A679724,Transfer
A744275,Adoption
A687030,Transfer
A706797,Transfer
A741363,Euthanasia
A663257,Adoption
A717849,Return to Owner
A677080,Adoption
A697978,Adoption
A706756,Transfer
A748059,Adoption
A737647,Adoption
A693918,Adoption
A738215,Adoption
A684945,Adoption
A719468,Euthanasia
A676556,Euthanasia
A736030,Transfer
A683082,Return to Owner
A714151,Euthanasia
A696667,Transfer
A666154,Adoption
A721323,Adoption
A686217,Transfer
A683258,Adoption
A762981,Return to Owner
A682045,Transfer
A664493,Adoption
A693222,Euthanasia
A691763,Euthanasia
A674699,Return to Owner
A692506,Adoption
A752671,Transfer
A746870,Adoption
A734386,Died
A693954,Adoption
A680490,Adoption
A744303,Return to Owner
A695350,Euthanasia
A757549,Transfer
A696610,Adoption
A694124,Transfer
A745734,Transfer
A664977,Euthanasia
A724039,Adoption
A692174,Adoption
A667144,Adoption
A726375,Return to Owner
A679198,Transfer
A676591,Euthanasia
A758637,Adoption
A727491,Adoption
A700579,Transfer
A664751,Adoption
A668505,Adoption
A700991,Adoption
A711906,Adoption
A669181,Adoption
A741595,Transfer
A697092,Euthanasia
A733661,Euthanasia
A654713,Transfer
A737046,Transfer
A675613,Adoption
A708765,Return to Owner
A714337,Adoption
